track_name,artist_name,album_name,release_date,length,popularity,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
Girlfriend,Meltycanon,Old Compilation 4,2017-09-04,170650,0,0loCheUj34bm9wONqDJhAC,0.771,0.807,0.336,0.0279,9,0.485,-12.502,0,0.178,120.026,4
I Hate Myself & I Want To Die pt.2,Meltycanon,Old Compilation 4,2017-09-04,152380,0,1jluGwhHZKAvqp4WSpEJcR,0.801,0.772,0.464,0.528,10,0.51,-19.758,1,0.077,126.041,4
Infatuation,Meltycanon,Old Compilation 4,2017-09-04,83515,0,77OTYEqP9PNqnEnwkFesYo,0.769,0.727,0.189,0.00152,8,0.0988,-16.496,1,0.454,71.062,4
Laceration,Meltycanon,Old Compilation 4,2017-09-04,137718,0,6e8BRa48uOuIx1RkE6Q5vR,0.211,0.72,0.274,0.949,0,0.102,-12.723,1,0.0504,148.947,5
Lowly Egg,Meltycanon,Old Compilation 4,2017-09-04,127961,0,26vPkXufTsBrmgfaARFdOO,0.761,0.669,0.335,0.00826,2,0.193,-13.188,1,0.271,192.082,3
Monkey Bars,Meltycanon,Old Compilation 4,2017-09-04,98313,0,3rWIpStT3cQRJgeMdi4oyl,0.0436,0.768,0.38,0.0955,8,0.111,-15.004,0,0.11,166.078,3
Nothing,Meltycanon,Old Compilation 4,2017-09-04,75437,0,53BSTerg9yOwmry5IwUsIS,0.829,0.67,0.185,0.000127,9,0.104,-20.872,1,0.137,134.843,4
Slumber,Meltycanon,Old Compilation 4,2017-09-04,165109,0,3i7pWpsZsWquRjo3pk75dg,0.764,0.659,0.243,0.00177,1,0.537,-18.411,1,0.423,173.921,4
Sunflower,Meltycanon,Old Compilation 4,2017-09-04,96156,0,5vmv5plFlDrxupCdcECcm9,0.398,0.64,0.435,0.0,1,0.286,-13.632,0,0.179,77.492,4
Super Market Music,Meltycanon,Old Compilation 4,2017-09-04,144000,0,5oBGGr8NduDTO8qPLpKS5D,0.0243,0.94,0.312,0.289,8,0.203,-18.583,1,0.0725,120.017,4
The Demon Song,Meltycanon,Old Compilation 4,2017-09-04,142574,0,4nZxt2H3Iaa8KEUQX2JoGC,0.442,0.51,0.0698,5.48e-05,0,0.0536,-25.937,0,0.502,70.917,3
Wind,Meltycanon,Old Compilation 4,2017-09-04,202475,0,4WLJt7QnceGKnxsOq3yNC4,0.23,0.377,0.267,0.739,1,0.232,-16.234,0,0.0464,120.089,4
RAREPANTHER+BEACHHOUSE,Duckwrth,RAREPANTHER+BEACHHOUSE - Single,2016-08-21,307631,21,2EXs1vunQoeMjDWcFUgTap,0.624,0.618,0.781,0.0,1,0.249,-5.436,1,0.317,109.975,4
Okra,Olu Dara,From Natchez To New York,1998-02-17,290840,27,0p4Xi4uRZlweypGleTZSSO,0.572,0.521,0.619,0.00438,7,0.0723,-9.68,1,0.0473,94.523,3
okra,chase sun,okra,2018-04-05,171428,7,7FJcC3Jcemc0kvhD9dee4Q,0.0134,0.83,0.426,0.0,10,0.101,-10.938,0,0.399,140.948,4
Hello,Rejjie Snow,Dear Annie,2018-02-16,130759,0,2AD0ecfuYfxYT6tbQ6Pz7Z,0.0351,0.811,0.734,0.445,3,0.0661,-7.737,0,0.063,129.997,4
Rainbows,Rejjie Snow,Dear Annie,2018-02-16,201253,0,4HkmlgtJQDCor1sQ6f9v0Z,0.00976,0.583,0.719,3.12e-05,3,0.315,-7.355,0,0.117,161.998,4
The Wonderful World of Annie,Rejjie Snow,Dear Annie,2018-02-16,68280,0,4L6XcDtzCwPUphsE7N6WrM,0.372,0.666,0.417,1.92e-05,1,0.115,-14.775,1,0.452,110.436,4
Pink Lemonade,Rejjie Snow,Dear Annie,2018-02-16,160973,0,3SPrcSJsFgvtS0ABLd6Ea5,0.185,0.876,0.377,2.34e-06,0,0.111,-8.755,1,0.346,89.955,4
Skinny Jasmine Intermission,Rejjie Snow,Dear Annie,2018-02-16,73786,0,092RA4mC9o2BW25vWeq1kb,0.393,0.803,0.591,0.0129,5,0.295,-10.006,1,0.299,132.19,4
Mon Amour,Rejjie Snow,Dear Annie,2018-02-16,226866,0,5gCkGuWNZYmMbkYti4MCCP,0.163,0.637,0.645,2.06e-05,0,0.288,-6.492,1,0.0973,178.105,4
Oh No!,Rejjie Snow,Dear Annie,2018-02-16,169920,0,0RSsftvPpCUOhF7GLgGzZq,0.504,0.763,0.537,0.117,0,0.112,-6.541,1,0.124,131.941,4
Spaceships,Rejjie Snow,Dear Annie,2018-02-16,192506,0,7BUqmFXqVynPANaYfDjGIe,0.186,0.779,0.782,0.0,1,0.101,-6.61,0,0.119,106.96,4
Egyptian Luvr (feat. Aminé and Dana Williams),Rejjie Snow,Dear Annie,2018-02-16,256613,0,6t8GevE5R0ciW06AujEXXr,0.0553,0.834,0.591,0.0,10,0.074,-7.543,0,0.305,104.944,4
The Ends,Rejjie Snow,Dear Annie,2018-02-16,127760,0,5k02Z5G1VpcRu4FMEv6c49,0.344,0.564,0.605,0.0,6,0.113,-7.569,0,0.205,76.172,4
Room 27,Rejjie Snow,Dear Annie,2018-02-16,193946,0,3CDz5cQMpkxEJCQWrHF4Vo,0.283,0.593,0.668,0.00142,7,0.0808,-7.75,0,0.0619,76.471,4
Désolé,Rejjie Snow,Dear Annie,2018-02-16,233986,0,5r7gPrHIgHbVgfSmvZMfwn,0.125,0.642,0.573,0.000357,5,0.126,-7.15,0,0.0877,82.514,4
The Rain,Rejjie Snow,Dear Annie,2018-02-16,241253,0,7ljRPl4TQ8OewrsMNmlbXE,0.176,0.779,0.427,1.42e-06,4,0.116,-7.365,0,0.418,133.669,4
Skateboard P Intermission,Rejjie Snow,Dear Annie,2018-02-16,43573,0,1475YW990tclAQwNeiJAIl,0.147,0.74,0.668,2.8e-05,1,0.173,-11.451,1,0.299,76.478,4
LMFAO,Rejjie Snow,Dear Annie,2018-02-16,206840,0,1mAYtGGDlsOPSr1R69cXZK,0.107,0.903,0.697,5.48e-05,11,0.472,-5.989,0,0.0709,120.002,4
Bye Polar,Rejjie Snow,Dear Annie,2018-02-16,189706,0,4mM7OnOMpd5I4MSCJLerQS,0.0773,0.647,0.522,0.0828,11,0.12,-7.743,0,0.271,117.171,4
Charlie Brown,Rejjie Snow,Dear Annie,2018-02-16,220693,0,78kzZTOp1jE9OBvTQ4O7A8,0.217,0.673,0.668,0.0,7,0.67,-6.352,0,0.0316,98.992,4
Annie,Rejjie Snow,Dear Annie,2018-02-16,243920,0,41tNJUb9mrYDR8PfwYBCPD,0.00321,0.954,0.598,0.00103,2,0.0865,-5.065,0,0.0502,124.003,4
Greatness,Rejjie Snow,Dear Annie,2018-02-16,265320,0,5hvNe8Hx1XhtTWBOlX0lIq,0.107,0.603,0.668,0.00677,0,0.111,-8.998,1,0.191,157.04,3
Supermodel,SZA,Ctrl,2017-06-09,181120,70,5wTVNpi5WDByxBgKgUE6MU,0.651,0.613,0.442,0.0,6,0.26,-8.874,1,0.288,119.737,5
Love Galore (feat. Travis Scott),SZA,Ctrl,2017-06-09,275080,75,0q75NwOoFiARAVp4EXU4Bs,0.112,0.795,0.594,0.0,0,0.162,-6.2,1,0.0748,135.002,4
Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,2017-06-09,266080,68,593W4qZOwwdqF6YnimJjL6,0.343,0.693,0.713,0.0,10,0.102,-4.489,0,0.351,137.335,4
Drew Barrymore,SZA,Ctrl,2017-06-09,231400,71,06u5LrUpbosQlQ1QJFhPpG,0.491,0.577,0.523,0.0,0,0.147,-5.538,0,0.0429,134.93,4
Prom,SZA,Ctrl,2017-06-09,196133,64,5yvhdo8FXbBsIllxv2Rr94,0.0639,0.805,0.702,0.0,1,0.123,-4.877,1,0.0887,120.048,4
The Weekend,SZA,Ctrl,2017-06-09,272186,74,6gU9OKjOE7ghfEd55oRO57,0.242,0.4,0.366,0.0,8,0.126,-9.405,0,0.0597,73.313,3
Go Gina,SZA,Ctrl,2017-06-09,161613,64,6Vmow8PuUaU7W1T2WWLZk2,0.799,0.603,0.606,0.0,9,0.391,-6.634,1,0.114,80.176,4
Garden (Say It Like Dat),SZA,Ctrl,2017-06-09,208400,69,19woxaSpjOefa2JnAOoqW5,0.0705,0.73,0.457,0.0,9,0.124,-7.26,1,0.283,111.352,4
Broken Clocks,SZA,Ctrl,2017-06-09,231253,78,2fXwCWkh6YG5zU1IyvQrbs,0.131,0.692,0.684,0.0,6,0.156,-7.364,1,0.155,112.912,4
Anything,SZA,Ctrl,2017-06-09,149320,59,0336UwEBwBBao8uWCuugYr,0.394,0.669,0.488,0.000649,0,0.0952,-4.711,0,0.326,151.798,4
Wavy (Interlude) (feat. James Fauntleroy),SZA,Ctrl,2017-06-09,75800,58,3LcoHjgdNl4xtWVaJGSA1p,0.475,0.629,0.509,0.0,0,0.0727,-8.1,0,0.0809,78.99,1
Normal Girl,SZA,Ctrl,2017-06-09,253586,73,5fQBa4wkmq28xpSLOQ202K,0.269,0.624,0.532,5.17e-05,0,0.158,-7.146,1,0.124,76.453,4
Pretty Little Birds (feat. Isaiah Rashad),SZA,Ctrl,2017-06-09,245946,60,1IgePMOW0qEe1AViWgkal9,0.223,0.362,0.518,0.00314,1,0.316,-7.687,1,0.306,89.667,4
20 Something,SZA,Ctrl,2017-06-09,198160,68,4h6ViRoztTBpWcJ1zFT9Zg,0.739,0.569,0.299,0.0,11,0.054,-8.603,1,0.275,81.049,4
Morning Sun,Dave Bixby,Ode To Quetzalcoatl,1969,218462,48,09I4gCrXABIV7YdNtWGXoi,0.847,0.409,0.266,0.0036,4,0.112,-12.167,1,0.0311,48.875,4
The Games We Play,Pusha T,DAYTONA,2018-05-25,166120,58,7iEoaTyBCqLaAwJnOP1BTn,0.0713,0.694,0.796,0.0163,5,0.096,-3.696,1,0.198,78.033,4
Hard Piano,Pusha T,DAYTONA,2018-05-25,195733,48,3HgA5R5alihocnOYE9ihpS,0.0347,0.582,0.778,0.0,4,0.21,-3.776,0,0.178,82.193,4
Santeria,Pusha T,DAYTONA,2018-05-25,176026,50,4LKSaRoKNnlpKXTT663BrT,0.142,0.621,0.678,0.0,8,0.098,-4.104,1,0.197,88.677,4
Infrared,Pusha T,DAYTONA,2018-05-25,170240,45,6cpsixIHI63L0hwh3CwZg3,0.0518,0.674,0.578,0.0055,10,0.72,-8.768,0,0.298,112.265,5
Hello?,Clairo,diary 001,2018-05-25,135016,65,7qwt4xUIqQWCu1DJf96g2k,0.641,0.839,0.473,0.000459,10,0.0939,-7.835,0,0.0607,98.732,4
Flaming Hot Cheetos,Clairo,diary 001,2018-05-25,122244,42,6P6wO3mWOx8xVsaNbBoW1K,0.887,0.795,0.605,5.42e-06,7,0.105,-7.374,0,0.125,110.113,4
4EVER,Clairo,diary 001,2018-05-25,159595,45,26yohWYLPKCCP7X7rwKedJ,0.049,0.75,0.585,0.00552,9,0.155,-7.576,0,0.0285,102.331,4
Pretty Girl,Clairo,diary 001,2018-05-25,179848,41,0r2Omf9dgf5i3Lwj7THaOx,0.634,0.893,0.631,0.000297,0,0.0607,-4.114,1,0.0418,112.129,4
How - demo,Clairo,diary 001,2018-05-25,127040,65,2lO8mP1QvI7RizGcBYQ7Mx,0.766,0.649,0.428,0.00294,8,0.0816,-4.584,0,0.0313,77.057,4
Fukk Sleep (feat. FKA twigs),A$AP Rocky,TESTING,2018-05-25,192973,66,1AqemxWsT0iGg5Lvkm16Bt,0.443,0.798,0.412,7.43e-05,2,0.219,-9.305,1,0.36,135.959,4
Kids Turned Out Fine,A$AP Rocky,TESTING,2018-05-25,183120,57,0qp8MuZNKelOGTK2HPlXBA,0.275,0.302,0.669,3.58e-05,1,0.369,-9.404,1,0.238,164.8,5
Changes,A$AP Rocky,TESTING,2018-05-25,314653,53,1dzwFgBlZNxt28aQOinNGn,0.468,0.478,0.326,0.000221,3,0.323,-10.992,1,0.0693,137.04,4
"Black Tux, White Collar",A$AP Rocky,TESTING,2018-05-25,162986,47,0ssVSd3juASNuehS9LWMFW,0.478,0.695,0.596,0.0,4,0.133,-7.685,1,0.247,75.997,4
Distorted Records,A$AP Rocky,TESTING,2018-05-25,140133,52,57q6BgYP4gN6hPQViCB3um,0.141,0.655,0.869,2.32e-05,1,0.312,-4.342,0,0.212,135.809,4
"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",A$AP Rocky,TESTING,2018-05-25,315773,60,3oHkMCVJyOcjg5FhfLc2Rq,0.3,0.428,0.754,0.0,5,0.136,-6.416,0,0.179,125.948,4
Tony Tone,A$AP Rocky,TESTING,2018-05-25,208373,55,52eYVUkFTOVozbVFIaFrnV,0.139,0.512,0.783,0.0,1,0.0831,-4.013,1,0.269,69.88,4
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,2018-05-25,205040,79,7ycWLEP1GsNjVvcjawXz3z,0.0609,0.854,0.569,0.0816,5,0.1,-8.151,0,0.106,80.015,4
CALLDROPS (feat. Kodak Black),A$AP Rocky,TESTING,2018-05-25,162373,49,1wGYcpJZ59rePkNu4zHmLu,0.897,0.514,0.403,0.051,5,0.136,-11.101,1,0.128,127.818,4
Buck Shots,A$AP Rocky,TESTING,2018-05-25,167813,51,6ImrWnhjEOw5re3cGLMIHJ,0.325,0.433,0.85,0.0,10,0.356,-5.79,0,0.416,159.956,4
Gunz N Butter (feat. Juicy J),A$AP Rocky,TESTING,2018-05-25,213573,54,5N521RK66Z1FP0Oz6B4OlT,0.606,0.852,0.632,0.0,11,0.142,-8.08,0,0.43,140.489,4
Brotha Man (feat. French Montana),A$AP Rocky,TESTING,2018-05-25,216080,46,6MmtDonkpvSoRx9ACwrGDu,0.522,0.57,0.398,0.0,1,0.113,-9.372,1,0.114,126.485,5
OG Beeper,A$AP Rocky,TESTING,2018-05-25,155893,51,5TX0mfUkpGlU6j2xa00ERx,0.121,0.91,0.477,0.0,2,0.305,-5.259,1,0.418,145.994,4
Hun43rd,A$AP Rocky,TESTING,2018-05-25,242746,55,1r33iukEx0COYuBzyXPmPP,0.444,0.584,0.546,0.0,2,0.355,-9.321,1,0.0762,136.335,4
Purity (feat. Frank Ocean),A$AP Rocky,TESTING,2018-05-25,262360,64,2MF4HtZHBoUliOi9nOAbS0,0.832,0.593,0.37,0.0,11,0.108,-11.674,0,0.397,135.391,4
363N63,King Krule,King Krule,2011-11-07,121293,0,0EX5KOdVnR4kFqcTYKyyrH,0.576,0.419,0.52,0.897,8,0.126,-13.959,1,0.0419,195.949,4
Bleak Bake,King Krule,King Krule,2011-11-07,150013,0,2rFjRW5QkFHvMC17wRWZUa,0.489,0.469,0.53,0.0685,9,0.592,-9.605,1,0.125,68.12,4
Portrait In Black and Blue,King Krule,King Krule,2011-11-07,173320,0,4ZTN6TH2tG3FTQXtVgZUdq,0.88,0.296,0.514,0.00764,2,0.334,-9.723,0,0.0422,108.951,4
Lead Existence,King Krule,King Krule,2011-11-07,71240,0,3ZWx0C9qlbWKCPG4mTFS7s,0.819,0.511,0.564,0.827,4,0.286,-8.353,1,0.0394,60.078,4
The Noose of Jah City,King Krule,King Krule,2011-11-07,241360,0,0wcImcUemunoyKSXn6qqFj,0.813,0.581,0.509,0.0127,4,0.0874,-8.999,1,0.0338,109.0,4
Biscuit Town,King Krule,The OOZ,2017-10-13,222309,0,0GqkFzrmgujTMyGd01nCR5,0.705,0.756,0.549,0.0141,7,0.26,-7.823,1,0.0475,106.99,3
The Locomotive,King Krule,The OOZ,2017-10-13,171692,0,5cXVfj6h9ibAUm4vIN4nuX,0.152,0.289,0.443,0.00426,6,0.648,-9.011,0,0.0484,71.967,4
Dum Surfer,King Krule,The OOZ,2017-10-13,263440,0,5mWhSQfWEeBZD9YTd4yyFc,0.0855,0.651,0.944,0.145,2,0.116,-5.48,1,0.0381,119.983,4
Slush Puppy,King Krule,The OOZ,2017-10-13,162656,0,6abKEw6Tgs54rQ0ZKiP0rp,0.619,0.48,0.446,0.772,11,0.346,-9.334,1,0.0296,85.756,3
Bermondsey Bosom (Left),King Krule,The OOZ,2017-10-13,74810,0,4Hd4pcfUFQ5Czju0atfAKg,0.802,0.371,0.799,0.000103,4,0.108,-10.872,1,0.184,94.482,4
Logos,King Krule,The OOZ,2017-10-13,230147,0,2sel6x4NGeSVLr7TMk7oQT,0.821,0.755,0.445,0.566,11,0.11,-13.343,0,0.0516,113.52,4
Sublunary,King Krule,The OOZ,2017-10-13,130315,0,1GykjlUsi7f84VG1Nkp0rL,0.841,0.267,0.405,0.83,6,0.0897,-12.144,0,0.0359,81.151,4
Lonely Blue,King Krule,The OOZ,2017-10-13,284934,0,2q0feRPtxoPOq021TotCLm,0.699,0.493,0.366,0.000196,4,0.113,-7.118,0,0.0253,98.525,4
Cadet Limbo,King Krule,The OOZ,2017-10-13,292789,0,4Vkk3ZL9KHsiN4o7psSaRo,0.0888,0.464,0.415,0.506,4,0.139,-8.458,1,0.0315,119.125,3
Emergency Blimp,King Krule,The OOZ,2017-10-13,174409,0,38TrmGyKtQ4r9JxEfk8xlT,0.0258,0.526,0.987,0.903,7,0.106,-4.735,1,0.0783,139.954,4
Czech One,King Krule,The OOZ,2017-10-13,255136,0,6pwh8jxrpOoXAXhjAhIvFE,0.935,0.402,0.211,0.0056,11,0.129,-14.339,0,0.0524,78.894,4
A Slide In (New Drugs),King Krule,The OOZ,2017-10-13,185988,0,2LpcTDgPrMexPloLcHsSWl,0.795,0.595,0.397,0.548,5,0.123,-8.308,1,0.0264,97.581,3
Vidual,King Krule,The OOZ,2017-10-13,139711,0,5v9GvZIJuD7QAkGIO8CHpm,0.032,0.584,0.955,0.000107,6,0.551,-3.508,1,0.0524,100.437,4
Bermondsey Bosom (Right),King Krule,The OOZ,2017-10-13,65815,0,7dXyQvTkoiNVtsXAgFTXmL,0.738,0.545,0.57,0.102,11,0.126,-9.819,1,0.0847,98.631,4
Half Man Half Shark,King Krule,The OOZ,2017-10-13,302410,0,0PgU3qcRXrOKHkA1BMJNSj,0.286,0.522,0.859,0.00908,11,0.112,-6.41,0,0.131,117.012,4
The Cadet Leaps,King Krule,The OOZ,2017-10-13,261372,0,1QMT8kb4hx6MZKIhUBoEtz,0.908,0.218,0.38,0.936,10,0.11,-9.826,1,0.032,68.938,1
The Ooz,King Krule,The OOZ,2017-10-13,275754,0,2ELAmhHemyQG2U9TwLuusd,0.342,0.335,0.5,0.142,9,0.444,-9.176,1,0.032,71.258,3
Midnight 01 (Deep Sea Diver),King Krule,The OOZ,2017-10-13,233598,0,3kaDHM8oyxYevx5BITFFic,0.661,0.326,0.636,0.00361,2,0.13,-9.288,1,0.0617,89.41,4
La Lune,King Krule,The OOZ,2017-10-13,257173,0,194bcmwinAQqnkzdMRqju0,0.88,0.308,0.297,0.00289,11,0.378,-13.187,0,0.0368,94.543,4
State of the Union,Junglepussy,Jp3,2018-05-11,152874,24,4AZVT4epcaUxsAoGl1o1nE,0.0501,0.698,0.821,0.0,8,0.342,-3.897,0,0.396,73.379,4
Get Down,Junglepussy,Jp3,2018-05-11,173125,25,1zLJktzNI18DO9MPFI6iCW,0.122,0.768,0.705,0.000101,11,0.0635,-4.362,0,0.157,122.881,4
Long Way Home,Junglepussy,Jp3,2018-05-11,185874,21,0SKIZK6OnhJpGRFA7vtPjw,0.67,0.793,0.624,2.28e-06,5,0.173,-5.147,1,0.234,116.0,4
I Just Want It,Junglepussy,Jp3,2018-05-11,177895,24,0PsKshIi28YLRDFvERi8Mx,0.109,0.868,0.721,0.0,0,0.1,-4.109,1,0.219,115.055,4
I'm in Love,Junglepussy,Jp3,2018-05-11,186000,33,2nFlFFuG5NXPKzf6B9qFbL,0.152,0.62,0.682,0.0,1,0.0801,-6.409,1,0.363,190.01,4
Ocean Floor,Junglepussy,Jp3,2018-05-11,196937,21,3mDPJBjWf7v6bjzROOKQzs,0.232,0.765,0.68,0.0,7,0.129,-4.144,0,0.113,128.137,4
Ready 2 Ride,Junglepussy,Jp3,2018-05-11,201791,33,1q61CgKSbNYxkKbkOYKblr,0.0181,0.789,0.642,3.77e-05,4,0.221,-4.456,0,0.123,126.997,4
All of You,Junglepussy,Jp3,2018-05-11,220250,23,2DOaxIblNsAZWVECY9VcWl,0.136,0.809,0.546,0.0,0,0.0707,-5.38,1,0.135,104.96,4
Trader Joe,Junglepussy,Jp3,2018-05-11,188916,46,68UwqWt98BW1QdDnGV9DO1,0.574,0.872,0.541,1.79e-06,0,0.0617,-6.932,1,0.0629,133.005,4
Showers,Junglepussy,Jp3,2018-05-11,150295,29,1V5ntTvw30u6d29r8wbGFz,0.294,0.489,0.6,0.0,0,0.256,-6.537,0,0.404,73.38,4
Unhealthy,Bakar,Badkid,2018-05-22,153320,47,0PQftCkSQlJjneCXb7IC2C,0.756,0.878,0.413,0.00385,11,0.0838,-9.625,1,0.36,113.997,4
Handful,Bakar,Badkid,2018-05-22,230053,32,0haT0t1pFkHXSlKxPc0qBe,0.129,0.858,0.426,0.00378,7,0.0534,-6.177,1,0.36,160.122,4
Badlands,Bakar,Badkid,2018-05-22,131546,29,21fHQ5c0exteI1KRcvzlvO,0.0527,0.747,0.624,0.00125,6,0.107,-5.687,0,0.309,169.048,4
Million Miles,Bakar,Badkid,2018-05-22,193450,39,0eoUggIRwhPj4DglJCCb02,0.129,0.793,0.552,0.0,7,0.144,-7.812,1,0.106,155.064,4
Big Dreams,Bakar,Badkid,2018-05-22,153437,49,0I6rPjtBatbnqWzqvQhvp4,0.00491,0.635,0.89,0.0,11,0.0731,-6.182,0,0.0769,180.045,4
One Way,Bakar,Badkid,2018-05-22,224466,32,6hdsrUQLEDb5omiwOTKTbC,0.722,0.613,0.616,0.0,2,0.0788,-6.474,1,0.389,173.875,4
Wtf,Bakar,Badkid,2018-05-22,144773,40,2fB3FHuS8310D2XkuuKFIq,0.672,0.542,0.452,0.112,3,0.152,-7.915,0,0.115,117.767,4
Sonny,Bakar,Badkid,2018-05-22,84546,24,4yugmk3YMxGRhPdDPBSdL2,0.971,0.566,0.0729,0.0,9,0.117,-21.074,1,0.332,104.705,5
4am,Bakar,Badkid,2018-05-22,116893,38,5VuYmN7vAB2i2agvLyLYOd,0.201,0.666,0.547,5.98e-05,10,0.0726,-9.013,0,0.132,93.011,4
Ctrl Alt Del,Bakar,Badkid,2018-05-22,177133,37,5OgnmU2JDGn28V55WY4yFq,0.778,0.642,0.237,2.26e-05,9,0.11,-11.96,1,0.335,78.336,1
All In,Bakar,Badkid,2018-05-22,169080,48,60rHtdmdUmEYLsIybME1tv,0.49,0.421,0.625,0.0,2,0.111,-7.887,1,0.161,175.482,5
Ivy,Frank Ocean,Blonde,2016-08-20,249191,77,2ZWlPOoWh0626oTaHrnl2a,0.785,0.575,0.386,0.000289,9,0.229,-9.584,0,0.037,116.408,4
Pink + White,Frank Ocean,Blonde,2016-08-20,184516,83,3xKsf9qdS1CyvXSMEid6g8,0.667,0.545,0.545,5.48e-05,9,0.417,-7.362,1,0.107,159.94,3
Be Yourself,Frank Ocean,Blonde,2016-08-20,86943,59,1IdZvb2XK8NmsovQlV6CPn,0.985,0.746,0.429,0.0,7,0.149,-11.143,1,0.494,88.413,3
Solo,Frank Ocean,Blonde,2016-08-20,257380,66,35xSkNIXi504fcEwz9USRB,0.85,0.469,0.289,2.48e-06,5,0.161,-10.625,0,0.0366,133.805,4
Skyline To,Frank Ocean,Blonde,2016-08-20,184600,62,4xR3MAscflQ262kMeiKshQ,0.882,0.43,0.296,6.21e-06,3,0.104,-13.645,1,0.0583,129.048,4
Self Control,Frank Ocean,Blonde,2016-08-20,249667,73,5GUYJTQap5F3RDQiCOJhrS,0.768,0.581,0.21,0.0,8,0.369,-10.426,1,0.0321,80.099,4
Solo (Reprise),Frank Ocean,Blonde,2016-08-20,78742,59,2qtoRFCOEL1gRn5q9DJC7F,0.413,0.669,0.749,0.0,7,0.0848,-6.811,0,0.141,80.169,4
Pretty Sweet,Frank Ocean,Blonde,2016-08-20,158478,58,17yrCsl1Ai6CZLBmGj6d6p,0.258,0.202,0.724,0.0252,0,0.296,-6.742,1,0.0494,154.037,4
Facebook Story,Frank Ocean,Blonde,2016-08-20,68588,55,73D5hBkiVZkopZrmBZTBWf,0.873,0.526,0.179,0.0,0,0.248,-20.55,1,0.692,81.993,3
Close To You,Frank Ocean,Blonde,2016-08-20,85754,62,1VZLEW5ZfcAbKZ94XQiSZF,0.194,0.855,0.663,0.0013,5,0.146,-8.401,0,0.2,77.978,4
White Ferrari,Frank Ocean,Blonde,2016-08-20,248807,75,2LMkwUfqC6S6s6qDVlEuzV,0.77,0.501,0.0958,0.0,0,0.298,-15.605,1,0.0433,108.741,4
Godspeed,Frank Ocean,Blonde,2016-08-20,177922,71,34xTFwjPQ1dC6uJmleno7x,0.929,0.399,0.0969,0.000168,6,0.121,-12.578,1,0.0509,109.54,4
Moon Rocks - 2005 Remaster,Talking Heads,Speaking in Tongues (Deluxe Version),1983-05-31,345573,45,1jDit1o3MxkQxFDVNdYX9v,0.0572,0.867,0.656,0.819,11,0.406,-9.019,0,0.041,123.654,4
Small Town Girl,Bakar,Small Town Girl,2017-11-03,185076,50,7tbpHQMGcySPP07HlhWcBQ,0.832,0.814,0.52,0.0,5,0.273,-5.651,1,0.0418,129.949,4
Lucky Charms,A$AP ANT,Lil Black Jean Jacket,2018-05-16,68937,0,0x4ycxSbFyQ7xgkpSPT1NE,0.000315,0.958,0.255,0.0,11,0.121,-13.701,1,0.151,115.007,4
#FREESHAKA INTRO,A$AP ANT,Lil Black Jean Jacket,2018-05-16,15439,0,5D28JEIlLBeuLivcTHTF5D,0.923,0.702,0.393,0.107,10,0.821,-21.7,1,0.912,109.195,4
Diamond Dust REMIX,A$AP ANT,Lil Black Jean Jacket,2018-05-16,166587,0,0aZ8BBAmh4UiklU4oAVKm6,0.792,0.81,0.631,0.0,4,0.195,-5.115,0,0.244,129.993,4
Red Cream Soda,A$AP ANT,Lil Black Jean Jacket,2018-05-16,121259,0,1ki1dCeDWSsQUGU8BHmjP0,0.426,0.897,0.532,0.0,2,0.113,-9.318,1,0.223,120.059,4
White Buffs,A$AP ANT,Lil Black Jean Jacket,2018-05-16,150334,0,00nZa0mrcKOXhgnSWLrpR2,0.453,0.885,0.57,0.0,10,0.0948,-6.838,0,0.145,114.955,4
Green Smoothie,A$AP ANT,Lil Black Jean Jacket,2018-05-16,130125,0,1pRWpc621vzqtSsXHKu5I6,0.125,0.893,0.587,5.74e-06,11,0.0769,-8.819,0,0.289,129.998,4
Who Got It,A$AP ANT,Lil Black Jean Jacket,2018-05-16,110250,0,40dxGhjjLU3OT0lA5nOJZw,0.585,0.794,0.46,4.13e-05,0,0.0752,-9.199,1,0.0589,110.915,4
Bake a Cake,A$AP ANT,Lil Black Jean Jacket,2018-05-16,139086,0,46kH9HQ8bqHLgZtKta2GdX,0.123,0.815,0.171,0.000334,1,0.0989,-16.77,1,0.379,144.919,4
3ninja$,A$AP ANT,Lil Black Jean Jacket,2018-05-16,97697,0,2ls8dJpxbjCQghyAwfWCnl,0.515,0.791,0.515,0.0,9,0.108,-9.935,1,0.335,72.369,4
Pistols In The Party,A$AP ANT,Lil Black Jean Jacket,2018-05-16,173823,0,1tRLE2BEN1WWoI06qmv4Ni,0.0989,0.779,0.406,5.89e-05,7,0.386,-18.546,0,0.219,146.795,4
Soul Reaver,A$AP ANT,Lil Black Jean Jacket,2018-05-16,168071,0,6SDYPpLGLnr3VeyDFsiYG8,0.0851,0.969,0.337,6.2e-05,9,0.109,-12.449,1,0.245,119.989,4
Shay Shay,A$AP ANT,Lil Black Jean Jacket,2018-05-16,137817,0,2mdQssZOS9gr8mBwZpVVqT,0.0286,0.772,0.761,0.0,11,0.29,-5.279,0,0.0711,118.112,4
